reep_id,key_wikidata,name,country,founded,stadium,key_transfermarkt,key_fbref,key_soccerway,key_opta,key_kicker,key_flashscore,key_sofascore,key_soccerbase,key_uefa,key_footballdatabase_eu,key_worldfootball,key_espn,key_playmakerstats,key_clubelo,key_sportmonks,key_api_football,key_sofifa,key_fotmob,key_thesportsdb,key_understat,key_opta_numeric
reep_t8881ee67,Q4817902,Serrano Football Club,Brazil,1915-01-01,Q10276813,,,,,,,,,,,,,8563,,,,,,,,
reep_td9157676,Q9202488,Serrano Futebol Clube,Brazil,1983-01-01,Q9255440,,,,,,,,,,,,,,,,,,,,,
reep_t2ec1ebee,Q7455285,Serrano Sport Club,Brazil,1979-01-01,Estádio Municipal Agnaldo Bento dos Santos,,,,,,,,,,,,,3475,,,,,,,,
reep_t88d2b392,Q16903515,Serrato Pacasmayo,Peru,2012-01-01,Q34560121,,,,,,,,,,,,,,,,,,,,,
reep_ta57ced84,Q25238334,Serrekunda United FC,The Gambia,,,,,,,,,,,,,,,,,,,,,,,
reep_t6cc0609c,Q5404332,Serres F.C.,Greece,2014-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t86f749c8,Q635326,Sertanense F.C.,Portugal,1934-02-17,,,,,,,,,,,,,,,,,,,,,,
reep_t21bc9773,Q2422440,Sertãozinho Futebol Clube,Brazil,1944-08-06,Estádio Municipal Frederico Dalmaso,,,,,,,,,,,,,8513,,,,,,,,
reep_t9f8b5fcf,Q219235,Servette FC,Switzerland,1890-03-20,Stade de Genève,61,6400d626,2176,,,,,,50008,189,,,,,,,,,,,
reep_te17f3afe,Q67080149,Servette FC Chênois Féminin,Switzerland,2012-04-16,,,,,,,,,,,,,,,,,,,,,,
reep_tbf860258,Q7455921,Serviços de Alfândega,People's Republic of China,1998-01-01,Estádio Campo Desportivo,,,,,,,,,,,,,,,,,,,,,
reep_tb9e5ba21,Q137604683,Sesa Football Academy,,,,,,,,,,,,,,,,,,,,,,,,
reep_t036ec490,Q7455969,Sesa Football Academy,India,1999-01-01,Fatorda Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t99bf28fa,Q579901,Sestao River Club,Spain,1996-09-04,Las Llanas Municipal Stadium,,7c60889d,,,,,,,,,,,,,,,,,,,
reep_t4499b120,Q1032444,Sestao Sport Club,Spain,1916-01-01,Las Llanas Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t40653ee3,Q74403786,Setaregan Varamin FSC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t5ee2189b,Q118824391,Setaresaz Football Academy,Iran,2022-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta8e5b8d9,Q7456384,Sete de Junho Esporte Clube,Brazil,1983-01-01,Q9255171,,,,,,,,,,,,,,,,,,,,,
reep_t35b684b6,Q7456387,Sete de Setembro Esporte Clube,Brazil,1950-01-01,Q10277135,,,,,,,,,,,,,,,,,,,,,
reep_tfb79a90d,Q63245106,Sethu FC,India,,,,,,,,,,,,,,,,,,,,,,,
reep_t803fd9d9,Q118903592,Setia Perdana FC,Brunei,,,,,,,,,,,,,,,,,,,,,,,
reep_t4f48f5e9,Q132132614,Setiawangsa Rangers F.C.,Malaysia,,,,,,,,,,,,,,,,,,,,,,,
reep_t9ae26fda,Q7457428,Seven Sisters Onllwyn F.C.,United Kingdom,1910-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tacc207a1,Q21308559,Seven Stars,Cape Verde,,Estádio da Várzea,,,,,,,,,,,,,,,,,,,,,
reep_t4c170b24,Q7457470,Seven Stars,South Africa,1995-01-01,Cape Town,,,,,,,,,,,,,,,,,,,,,
reep_tf771c0e2,Q133278594,Seven Stars FF,,,,,,,,,,,,,,,,,,,,,,,,
reep_t3dc930e6,Q27963365,Seveners United F.C.,Vanuatu,,Korman Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t1a0df970,Q5290893,Sevenoaks Town F.C.,United Kingdom,1883-01-01,,,a1064ee6,,,,,,,,,,,,,,,,,,,
reep_t95062393,Q950835,Sevilla Atlético,Spain,1958-01-01,,,d25e7cd1,,,,,,,,,,,,,,,,,135678,,
reep_t520f8dbd,Q10329,Sevilla FC,Spain,1905-01-01,Ramón Sánchez Pizjuán Stadium,368,ad2be733,2021,,,,,2292,52714,52,sevilla-fc,,53,,,,,8302,133735,138,
reep_t160b6be8,Q9076584,Sevilla FC C,Spain,2003-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t16868607,Q3480842,Sevilla FC Puerto Rico,United States,2006-01-01,Juan Ramón Loubriel Stadium,,,,,,,,,,8313,,,,,,,,,,,
reep_t28f0e881,Q7458871,SexyPöxyt,Finland,1985-01-01,,,,,,,,,,,,,,,,,,,,150695,,
reep_t9db031db,Q6045097,Seyhan Belediyespor,Turkey,,,,,,,,,,,,,,,,,,,,,,,
reep_tf674cf40,Q16934120,Seymour Football Club,Australia,1880-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td058d873,Q374632,Sfax Railways Sports,Tunisia,1920-01-01,Stade Ameur El-Gargouri,38506,,,,,,,,,5624,,,,,,,,,,,
reep_t72e4bc3d,Q2474451,Shaab Ibb SCC,Yemen,1964-01-01,,15936,,3678,,,,,,,,al-shaab-ibb,,39640,,,,,,,,
reep_t21c4669f,Q7459937,Shaanxi Guoli F.C.,People's Republic of China,1996-01-01,Shaanxi Province Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t41d0b455,Q15935978,Shaanxi Laochenggen,People's Republic of China,2012-01-01,Shaanxi Province Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t40f81d52,Q123424537,Shaanxi Union F.C.,People's Republic of China,2023-05-20,Weinan Sports Center Stadium,108084,,64328,,,,,,,,,,,,,,,,,,
reep_t38229215,Q7459984,Shabaab al Jabal,Libya,,,,,,,,,,,,,,,,,,,,,,,
reep_td75f5ccd,Q4116943,Shabab Al Baydaa,Yemen,,,,,,,,,,,,,,,,,,,,,,,
reep_ta39018b9,Q7459993,Shabab Al Sahel FC,Lebanon,1966-01-01,,,,,,,,,,,,,,,,,,,,145406,,
reep_t344adb3c,Q112261978,Shabab Al-Adil SC,Iraq,,,,,,,,,,,,,,,,,,,,,,,
reep_t31be94fc,Q113168014,Shabab Al-Dawr SC,Iraq,1987-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t58c07bc3,Q7459990,Shabab Al-Dhahiriya SC,Palestine,1974-01-01,Dura International Stadium,46744,,16665,,,,,,,,shabab-al-dhahiriya-sc,,105077,,,,,,,,
reep_tccfadc5c,Q6805387,Shabab Al-Hussein SC,Jordan,1954-01-01,King Abdullah Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t42f69b15,Q112629147,Shabab Al-Iraq SC,Iraq,2013-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta5c76985,Q7459992,Shabab Al-Khaleel,Palestine,1943-01-01,Hussein Bin Ali Stadium,28637,,16664,,,,,,,,shabab-al-khali,,28447,,,,,,,,
reep_t3f5e154a,Q113456511,Shabab Al-Meshahda SC,Iraq,,,,,,,,,,,,,,,,,,,,,,,
reep_t2c08e4db,Q3174223,Shabab Al-Ordon Club,Jordan,2002-01-01,Amman International Stadium,15832,,3566,,,,,,,4940,shabab-al-ordon,,9741,,,,,,,,
reep_tc146966b,Q113245140,Shabab Al-Watan SC,Iraq,2020-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta43015bc,Q424943,Shabab AlAhli Dubai Club,United Arab Emirates,1958-01-01,Rashid Stadium,60529,,3845,,,,,,,2782,shabab-al-ahli-club,,5862,,,,,,,,
reep_tb666ad64,Q30115987,Shabab Alsamu,,,Hussein Bin Ali Stadium,78040,,34879,,,,,,,,,,105074,,,,,,,,
reep_t66df5485,Q30115897,Shabab Baalbek Sport Club,Lebanon,1986-01-01,Al-Nabi Shayth Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tdd40cced,Q62400823,Shabab Dura,,,,,,,,,,,,,,,,,,,,,,,,
reep_t65271e82,Q55632957,Shabab El Bourj SC,Lebanon,1967-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2ba7eb1b,Q7459994,Shabab El Waladeya FC,Egypt,,,,,,,,,,,,,,,,,,,,,,,
reep_t10c31546,Q130457588,Shabab Hauran SC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t400326b9,Q130442041,Shabab Hwarah SC,Jordan,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4b1fc71c,Q130467135,Shabab Nazal SC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t4cc7bf15,Q12247587,Shabab Rafah,Palestine,1953-01-01,,90286,,,,,,,,,,,,,,,,,,,,
reep_t9369a4a1,Q136211175,Shabab Talbieh SSC,Jordan,1968-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5ee6c942,Q130457586,Shabab Um Al-Sarab Club,,,,,,,,,,,,,,,,,,,,,,,,
reep_te579014f,Q22948849,Shabab Yatta,,,Yatta International Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t65b93511,Q7460029,Shabana Kisii,Kenya,1980-01-01,Gusii Stadium,64168,,43574,,,,,,,,,,22378,,,,,,,,
reep_t2e55d5b6,Q16849918,Shabanie Mine F.C.,Zimbabwe,1914-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb78a1818,Q2450828,Shafa Baku,Azerbaijan,1998-01-01,ASK Arena,,f1b606f7,,,,,,,71671,,,,,,,,,,,,
reep_tc045a5ea,Q120534106,Shaftesbury F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t53ef97ca,Q7461128,Shaftesbury F.C.,United Kingdom,1888-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t323c2c92,Q30115853,Shah Alam Antlers,Malaysia,,,,,,,,,,,,,,,,,,,,,,,
reep_t9defe0be,Q126975066,Shah Alam City F.C. Futsal,,,,,,,,,,,,,,,,,,,,,,,,
reep_tffded786,Q1277614,Shaheen Asmayee F.C.,Afghanistan,2012-08-01,Ghazi Stadium,58087,,23291,,,,,,,,shaheen-asmayee-fc,,76846,,,,,,,,
reep_t85e0ed42,Q7461693,Shahid Mehdi Mahan Kerman F.C.,Iran,2007-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6930654f,Q7461720,Shahid Vahid Pakdasht F.C.,Iran,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4d86e035,Q3735786,Shahin Ahvaz F.C.,Iran,1948-01-01,Takhti Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tfc30f89d,Q135670823,Shahin Bandar Ameri F.C.,Iran,,,56461,,shahin-bandar-ameri/52653,,,,,,,,,,,,,,,,,,
reep_teb715382,Q3119201,Shahin Bushehr F.C.,Iran,1942-05-01,Shahid Beheshti Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t64da9108,Q7461765,Shahin Dehno Kuhrang F.C.,Iran,2009-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t07efbd84,Q3777233,Shahin F.C.,Iran,1942-01-01,Shahid Shiroudi Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tf3c08a1c,Q7461771,Shahin Karaj F.C.,Iran,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb0f0e317,Q16849922,Shahpar Tehran F.C.,Iran,,,,,,,,,,,,,,,,,,,,,,,
reep_t126925e4,Q3660911,Shahr Khodro F.C.,Iran,2007-01-01,Imam Reza Stadium,42192,,25355,,,,,,,,,,244990,,,,,,,,
reep_tb33cedd4,Q111749595,Shahraban SC,Iraq,,,,,,,,,,,,,,,,,,,,,,,
reep_t4a6e226e,Q6416492,Shahrdari Arak F.C.,Iran,2002-01-01,Imam Khomeini Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t9aba6eef,Q7462179,Shahrdari Ardabil F.C.,Iran,1998-01-01,Ali Daei Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t6638c361,Q7462180,Shahrdari Ashkezar F.C.,Iran,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t97dac2b7,Q106421270,Shahrdari Astara F.C.,Iran,,,69963,,,,,,,,,,,,,,,,,,,,
reep_t4771262c,Q7462183,Shahrdari Bandar Anzali F.C.,Iran,1999-01-01,Sirous Ghayeghran Arena,,,,,,,,,,,,,,,,,,,,,
reep_teb6bee37,Q16849929,Shahrdari Bushehr F.C.,Iran,,,,,,,,,,,,,,,,,,,,,,,
reep_t8ebbcd1f,Q7462186,Shahrdari Chaboksar F.C.,Iran,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4732edf9,Q7462187,Shahrdari Dezful F.C.,Iran,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td7b015e8,Q7462188,Shahrdari Ferdows F.C.,Iran,2007-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t03c95c0c,Q28169553,Shahrdari Fouman F.C.,Iran,2010-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8297796e,Q7462189,Shahrdari Gachsaran F.C.,Iran,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t3d8f4a09,Q7462191,Shahrdari Hamedan F.C.,Iran,2001-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td2d3054d,Q7462190,Shahrdari Kahnooj F.C.,Iran,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc509f2a8,Q7462193,Shahrdari Lahijan F.C.,Iran,2003-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t46368523,Q7462192,Shahrdari Langarud F.C.,Iran,2001-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t179532b7,Q7462195,Shahrdari Mahshahr F.C.,Iran,2004-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t801fb013,Q9210137,Shahrdari Naghadeh F.C.,Iran,2004-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7cb1e878,Q7462197,Shahrdari Noshahr F.C.,Iran,2004-01-01,,,,,,,,,,,,,,,,,,,,149381,,
reep_t10b3e3e0,Q7462199,Shahrdari Sahneh F.C.,Iran,2004-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7b9a8dd1,Q7462200,Shahrdari Semnan F.C.,Iran,2004-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t78db0e8c,Q890827,Shahrdari Tabriz F.C.,Iran,1986-01-01,Yadegar-e Emam Stadium,,,,,,,,,,,,,,,,,,,,,
reep_td4cb0be3,Q19605731,Shahrdari Urmia F.C.,Iran,2011-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc980c90d,Q6416543,Shahrdari Yasuj F.C.,Iran,2009-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf9ce14f9,Q7462203,Shahrdari Zanjan F.C.,Iran,2008-07-01,,,,,,,,,,,,,,,,,,,,,,
reep_tdc97b9aa,Q7462370,Shahzan Muda FC,Malaysia,,Temerloh Mini Stadium,,,,,,,,,,,,,,,,,,,,,
reep_td8fb23c9,Q131913908,Shaita Angels Football Club,Liberia,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t592976f9,Q7487366,Sham Shui Po SA,People's Republic of China,,Sham Shui Po Sports Ground,34332,,13198,,,,,,,,sham-shui-po,,61558,,,,,,,,
reep_t35637260,Q723471,Shamakhi FK,Azerbaijan,1997-01-01,ASK Arena,8956,63866313,3070,,,,,,74072,2561,kesl-fk,,5285,,,,,,,,
reep_t091171be,Q715247,Shamoushak Noshahr F.C.,Iran,1994-01-01,Shohada Stadium (Nowshahr),,,,,,,,,,,,,,,,,,,,,
reep_t17b59b60,Q132775471,Shamrock F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tb1aa77dc,Q24883945,Shamrock Rovers Darwin FC,Australia,2014-01-01,Darwin Football Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t22db6dcb,Q28453494,Shamrock Rovers F.C.,Ireland,2000-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t92f505bf,Q203976,Shamrock Rovers F.C.,Ireland,1901-01-01,Tallaght Stadium,3258,,1184,,,,,2389,52381,768,shamrock-rovers,,2074,,,,,,,,
reep_t7e9ed052,Q16849954,Shamrock Rovers F.C. B,Ireland,,Tallaght Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tdc2232f4,Q7487664,Shamrock Rovers Hoops,Ireland,1995-01-01,National Basketball Arena,,,,,,,,,,,,,,,,,,,,,
reep_tc23f7c8b,Q5947679,Shams Azar F.C.,Iran,2012-01-01,Q5951506,87232,,25654,,,,,,,,shams-azar-fc,,,,,,,,,,
reep_tafad0241,Q120778431,Shamuel FC,Zambia,,,95637,,,,,,,,,,,,,,,,,,,,
reep_t94123676,Q24831901,Shandong Jinghua WFC,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_t27cc2b26,Q7487932,Shandong Province Youth Football Team,People's Republic of China,2011-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9181b9c8,Q1046367,Shandong Taishan F.C.,People's Republic of China,1993-01-01,Jinan Olympic Sports Center Stadium,3182,,434,,,shandong-taishan/27dl0BzH,,,,3009,shandong-taishan,,3918,,,,,,,,
reep_t369f910c,Q15916316,Shandong Tengding F.C.,People's Republic of China,2012-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t60bd1819,Q10867938,Shanghai 02 F.C.,People's Republic of China,1995-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta5260f35,Q10868003,Shanghai Biyun Liangqian FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_t6469161e,Q25101456,Shanghai Jiading Huilong F.C.,People's Republic of China,,,41626,,27909,,,,,,,,shanghai-jiading-huilong,,238211,,,,,,,,
reep_t0d05c93e,Q126192982,Shanghai Mitsubishi Heavy Industries Flying Lion F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tcfaa19a9,Q564216,Shanghai Port F.C.,People's Republic of China,2005-12-25,Shanghai Stadium,27190,,10655,,,shanghai-port/O88o93rn,,,,8761,shanghai-port-fc,,42251,,,,,,,,
reep_t62b4e5d3,Q4383380,Shanghai Pudong Zobon F.C.,People's Republic of China,2003-01-01,Yuanshen Sports Centre Stadium,,,,,,,,,,,,,,,,,,,,,
reep_ta57f5fbe,Q136689467,Shanghai Quanqi Trailblazer F.C.,People's Republic of China,2017-02-01,,,,,,,,,,,,,,,,,,,,,,
reep_te5422a08,Q725367,Shanghai Shenhua F.C.,People's Republic of China,1993-01-01,Hongkou Football Stadium,3183,,,,,,,,,606,,,,,,,,,,,
reep_t54374c72,Q248911,Shanghai Shenxin F.C.,People's Republic of China,2003-01-01,Yuanshen Sports Centre Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb94de89c,Q27966706,Shanghai Sunfun F.C.,People's Republic of China,2015-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc3fc5e1a,Q1133791,Shanghai United F.C.,People's Republic of China,2001-01-01,Yuanshen Sports Centre Stadium,,,,,,,,,,,,,,,,,,,,,
reep_td61c0dfc,Q10868042,Shanghai Yuyuan FC,,,,,,,,,,,,,,,,,,,,,,,,
reep_tc04f9052,Q21008604,Shankhouse F.C.,United Kingdom,1883-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb8931f16,Q7488752,Shankill United Football Club,United Kingdom,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t85c2f574,Q136171472,Shanklin F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_tc733f8e4,Q123846126,Shantinagar Club,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,
reep_tc3eb417e,Q60787021,Shanxi Xindu F.C.,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_tbd857e4e,Q137289652,Shao Jiang SA,People's Republic of China,2015-01-01,,116807,,,,,,,,,,,,315054,,,,,,,,
reep_te043a856,Q120023182,Shaoxing Shangyu Pterosaur F.C.,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_t85ef90e6,Q117751161,Shariat Novin Mashhad F.C.,Iran,,,,,,,,,,,,,,,,,,,,,,,
reep_t67b308d6,Q43302863,Sharikat Naft Al-Basra,Iraq,,,,,,,,,,,,,,,,,,,,,,,
reep_t81c42934,Q286801,Sharjah FC,United Arab Emirates,1966-01-01,Sharjah Stadium,13613,,5492,,,,,,,3456,sharjah-fc,,7798,,,,,,,,
reep_tde49993a,Q6878817,Sharkia SC,Egypt,1961-01-01,Zagazig Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb546d932,Q1971820,Sharks F.C.,Nigeria,1972-01-01,Sharks Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t5291d1c5,Q17639277,Sharks XI F.C.,Democratic Republic of the Congo,,martyrs' stadium,,,,,,,,,,,,,,,,,,,,,
reep_tfc36a2ec,Q55633023,Sharps Shooting Stars FC,Botswana,,,,,48617,,,,,,,,,,225527,,,,,,,,
reep_t6c7341e9,Q12247487,Sharq COD,Saudi Arabia,1962-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t05d1dcbe,Q12247591,Sharurah Club,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,
reep_t782d26fc,Q24069958,Sharurspor PFK,Azerbaijan,2015-01-01,Bayil Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tfa154886,Q7490547,Shashemene City,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,
reep_t9508a478,Q7490599,Shasta Scorchers,United States,1994-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t86fc46c7,Q867710,Shatin SA,People's Republic of China,1982-01-01,Sha Tin Sports Ground,,,,,,,,,,,,,,,,,,,,,
reep_tbba55fb7,Q7490665,Shatra FC,Iraq,,,,,,,,,,,,,,,,,,,,,,,
reep_t658509a4,Q107862478,Shatt Al-Arab SC,Iraq,1993-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tdfa411c6,Q15277039,Shaw Lane Aquaforce F.C.,United Kingdom,2012-01-01,,,334ae512,,,,,,,,,,,,,,,,,,,
reep_t523171f5,Q7491231,Shawbury United F.C.,United Kingdom,1992-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_td8c3b778,Q7491243,Shawfield Amateurs F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t3328e405,Q7491244,Shawfield F.C.,United Kingdom,1918-01-01,Rosebery Park,,,,,,,,,,,,,,,,,,,,,
reep_t29423121,Q118947270,Shawlands Athletic F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t35ebed44,Q118947272,Shawlands F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t94a08026,Q2375604,Shawsheen Indians,United States,1923-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tddd566ce,Q113840926,She Corporate Football Club,Uganda,2015-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tad611aa8,Q129771497,She Maroons Women Football,Uganda,,,,,,,,,,,,,,,,,,,,,,,
reep_td5f48cdc,Q115571054,She scorpions FC,Uganda,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t321e1ca0,Q22097783,Sheepbridge Works F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tbd3842e2,Q5330209,Sheerwater F.C.,United Kingdom,1958-01-01,Kingfield Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t825efa01,Q18359338,Sheffield Albion,,,,,,,,,,,,,,,,,,,,,,,,
reep_t36592932,Q18491,Sheffield F.C.,United Kingdom,1857-10-24,,,bc2a4a0d,,,,,,,,,,,,,,,,,,,
reep_t9b94e58c,Q19605733,Sheffield Hallam University F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t70d05a60,Q121045944,Sheffield United Community Foundation L.F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t2b40c662,Q19607,Sheffield United F.C.,United Kingdom,1889-03-22,Bramall Lane,350,1df6b87e,687,bws31egwjda253q9lvykgnivo,,,,2328,68215,293,sheffield-united,,2578,,,,,,133811,238,
reep_tc6dd28aa,Q7492769,Sheffield United F.C. Academy,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t5dca5e3b,Q20128077,Sheffield University F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tc422dc27,Q19498,Sheffield Wednesday F.C.,United Kingdom,1867-01-01,Hillsborough Stadium,1035,bba7d733,719,,,,,2330,,193,sheffield-wednesday,,2576,,,,,,133837,,
reep_t7c071cb4,Q7492779,Sheffield Wednesday F.C. Academy,United Kingdom,1948-01-01,Hillsborough Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tac716105,Q7492810,Shefford Town & Campton F.C.,United Kingdom,2009-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6c42ed60,Q2276178,Sheikh Jamal Dhanmondi Club,Bangladesh,2010-01-01,"National Stadium, Dhaka",44988,,17615,,,,,,,,,,66755,,,,,,,,
reep_tf134d553,Q4132655,Sheikh Russel KC,Bangladesh,1995-01-01,"National Stadium, Dhaka",15733,,8272,,,,,,,,,,28385,,,,,,,,
reep_t6a4a542b,Q7493201,Shek Kip Mei SA,People's Republic of China,2007-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf58acd4a,Q394474,Shelbourne F.C.,Ireland,1895-01-01,Tolka Park,3909,,1180,,,,,,53020,34073,,,,,,,,,,,
reep_t200feabc,Q9171720,Shelbourne United F.C.,Ireland,1922-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6c93b70c,Q55633049,Shelley Community F.C.,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_tca53f476,Q136001028,Shenavar Sazi Qeshm F.C.,Iran,,,107349,,,,,,,,,,,,,,,,,,152972,,
reep_t819d6d18,Q2061934,Shengavit F.C.,Armenia,1990-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t06d34faa,Q575454,Shenyang Dongjin F.C.,People's Republic of China,1999-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t470d8e60,Q556837,Shenyang Shenbei F.C.,People's Republic of China,2009-01-01,Shenyang Olympic Sports Center Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tbe580619,Q131452756,Shenzhen 2028 F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t3f806bbe,Q11153021,Shenzhen Bogang FC,People's Republic of China,1998-02-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2e415b0e,Q1139956,Shenzhen F.C.,People's Republic of China,1994-01-01,Shenzhen Stadium,1320,,,,,,,,,,,,,,,,,,,,
reep_t030b7120,Q7494370,Shenzhen Fengpeng F.C.,People's Republic of China,2012-01-01,Shenzhen Universiade Sports Centre,,,,,,,,,,,,,,,,,,,,,
reep_tcb2463a6,Q123997913,Shenzhen Juniors F.C.,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_t23e437b3,Q18654309,Shenzhen Nanling Tielang F.C.,People's Republic of China,2003-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t248f569a,Q7507434,Shenzhen Peng City F.C.,People's Republic of China,2006-01-01,Chengdu Longquanyi Football Stadium,51120,,430,,,,,,,8759,,,,,,,,,,,
reep_ta3f589ca,Q65062250,Shenzhen Pengcheng F.C.,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_te7b39003,Q22662430,Shenzhen Renren F.C.,People's Republic of China,,Bao'an Sports Center,,,,,,,,,,,,,,,,,,,,,
reep_tc034285a,Q65118701,Shenzhen Xinqiao F.C.,People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,
reep_t21e0af84,Q7494446,Shepherd's Bush F.C.,United Kingdom,1880-01-01,Kiyan Prince Foundation Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t8eb3128c,Q7494507,Shepherds United,Vanuatu,,Port Vila Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
